"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401752730","Texas A&M","31","Mississippi State","9","Texas A&M -17.5","DraftKings","57.5","-17.5","-13.5","","-900","600"
"401756898","East Carolina","13","BYU","34","BYU -6.5","DraftKings","49.5","6.5","9.5","","200","-245"
"401757263","Louisiana Tech","30","Southern Miss","20","Louisiana Tech -3","DraftKings","51.5","-3","-3","","-155","130"
"401757267","UTEP","25","UL Monroe","31","UTEP -5.5","DraftKings","47.5","-5.5","-1.5","","-218","180"
"401752720","Mississippi State","34","Tennessee","41","Tennessee -7.5","DraftKings","63.5","7.5","10","","235","-290"
"401757273","Missouri State","22","Western Kentucky","27","Western Kentucky -3.5","DraftKings","59.5","3.5","7","","145","-175"
"401762481","North Texas","36","South Florida","63","North Texas -2.5","DraftKings","68.5","-2.5","-2.5","","-135","114"
"401752866","Penn State","21","Northwestern","22","Penn State -20.5","DraftKings","46.5","-20.5","-21.5","","-1350","800"
"401756916","Arizona","27","BYU","33","BYU -2.5","DraftKings","46.5","2.5","3","","120","-142"
"401756922","Utah","42","Arizona State","10","Utah -9.5","DraftKings","44.5","-9.5","-2.5","","-355","280"
"401752806","Indiana","27","Old Dominion","14","Indiana -23.5","DraftKings","54.5","-23.5","-23.5","54.5","-2400","1200"
"401762821","Akron","51","Duquesne","7","Akron -10.5","DraftKings","51.5","-10.5","","","-425","330"
"401752843","Indiana","63","Illinois","10","Indiana -7","DraftKings","51.5","-7","-2.5","","-265","215"
"401757264","Middle Tennessee","28","Marshall","42","Marshall -2.5","DraftKings","46.5","2.5","4.5","","114","-135"
"401752669","Georgia","45","Marshall","7","Georgia -39.5","DraftKings","55.5","-39.5","-39.5","55.5","",""
"401754616","Virginia","48","Coastal Carolina","7","Virginia -12.5","DraftKings","57.5","-12.5","-12.5","57.5","-470","360"
"401752798","USC","73","Missouri State","13","USC -34.5","DraftKings","59.5","-34.5","-34.5","59.5","",""
"401762464","Charlotte","42","Monmouth","35","Charlotte -3","DraftKings","66.5","-3","","","-155","130"
