"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401752846","Nebraska","27","Michigan","30","Michigan -1.5","DraftKings","47.5","1.5","3.5","","-102","-118"
"401761592","Louisiana","12","Rice","14","Louisiana -14.5","DraftKings","49.5","-14.5","-14.5","49.5","-625","455"
"401762468","Charlotte","17","Rice","28","Rice -1.5","DraftKings","42.5","1.5","6.5","","102","-122"
"401762861","Ball State","9","Eastern Michigan","24","Eastern Michigan -2.5","DraftKings","48.5","2.5","3","","120","-142"
"401762831","Buffalo","31","Eastern Michigan","30","Buffalo -9.5","DraftKings","53.5","-9.5","-9.5","","-325","260"
"401752829","Illinois","38","Western Michigan","0","Illinois -27.5","DraftKings","50.5","-27.5","","","-5000","1800"
"401762463","UAB","31","Akron","28","UAB -12.5","DraftKings","58.5","-12.5","","","-440","340"
"401762824","Toledo","45","Akron","3","Toledo -21.5","DraftKings","50.5","-21.5","-21","","-2100","1100"
"401754542","Georgia Tech","45","Temple","24","Georgia Tech -24.5","DraftKings","52.5","-24.5","-24.5","","-2400","1200"
"401762503","Army","14","Temple","13","Army -7","DraftKings","45.5","-7","-6.5","","-290","235"
"401762483","Army","24","Charlotte","7","Army -17.5","DraftKings","45.5","-17.5","-20.5","","-850","575"
"401761624","Georgia State","20","App State","41","App State -3","DraftKings","55.5","3","4.5","","130","-155"
"401761652","James Madison","58","App State","10","James Madison -21","DraftKings","53.5","-21","-19.5","","-1800","1000"
"401752885","Indiana","56","UCLA","6","Indiana -26.5","DraftKings","53.5","-26.5","-23.5","","-4000","1600"
"401754614","Stanford","20","Notre Dame","49","Notre Dame -32.5","DraftKings","49.5","32.5","29.5","","2500","-9000"
"401778315","UTSA","57","Florida International","20","UTSA -7","DraftKings","62.5","-7","","","-265","215"
"401752717","Arkansas","13","Notre Dame","56","Notre Dame -5.5","DraftKings","64.5","5.5","10.5","","180","-218"
"401769072","Indiana","38","Alabama","3","Indiana -7.5","DraftKings","46.5","-7.5","","","-250","205"
"401778321","San Diego State","47","North Texas","49","North Texas -7.5","DraftKings","54.5","7.5","","","230","-285"
"401778320","Fresno State","18","Miami (OH)","3","Fresno State -5.5","DraftKings","40.5","-5.5","","44.5","-205","170"
"401769074","Indiana","56","Oregon","22","Indiana -3","DraftKings","50.5","-3","","","-175","145"
"401752774","Auburn","62","Mercer","17","Auburn -26.5","DraftKings","51.5","-26.5","","","-5000","1800"
"401752780","Texas","52","Arkansas","37","Texas -8.5","DraftKings","58.5","-8.5","-10.5","","-340","270"
"401752911","Oregon","42","USC","27","Oregon -10.5","DraftKings","59.5","-10.5","-13.5","","-410","320"
"401752836","Indiana","73","Indiana State","0","Indiana -47.5","DraftKings","60.5","-47.5","","59.5","",""
"401756893","Houston","36","Colorado","20","Houston -4","DraftKings","45.5","-4","","","-192","160"
"401757268","Western Kentucky","31","Nevada","16","Western Kentucky -8.5","DraftKings","54.5","-8.5","-12.5","","-325","260"
"401754543","Virginia","46","Florida State","38","Florida State -7","DraftKings","59.5","7","7.5","","220","-270"
"401756908","West Virginia","14","Utah","48","Utah -13.5","DraftKings","46.5","13.5","12.5","","400","-535"
"401752882","Iowa","41","Minnesota","3","Iowa -7.5","DraftKings","39.5","-7.5","-7","","-285","230"
"401752896","USC","38","Northwestern","17","USC -14.5","DraftKings","54.5","-14.5","-16.5","","-650","470"
"401752905","Northwestern","22","Michigan","24","Michigan -10","DraftKings","41.5","10","10","","320","-410"
"401762817","Kent State","28","Buffalo","31","Buffalo -23.5","DraftKings","48.5","23.5","","","1300","-2800"
"401762818","Ball State","34","New Hampshire","29","Ball State -3","DraftKings","46.5","-3","","","-148","124"
"401761632","Marshall","40","Texas State","37","Texas State -3","DraftKings","65.5","3","5.5","","130","-155"
"401762845","Northern Illinois","21","Ball State","7","Northern Illinois -6.5","DraftKings","41.5","-6.5","-6","","-250","205"
"401757275","New Mexico State","37","Sam Houston","10","Sam Houston -2.5","DraftKings","52.5","2.5","2.5","","110","-130"
"401757276","Delaware","24","Western Kentucky","27","Delaware -2.5","DraftKings","62.5","-2.5","1.5","","-142","120"
"401756848","UCF","17","Jacksonville State","10","UCF -16.5","DraftKings","53.5","-16.5","-16.5","53.5","-750","525"
"401762522","South Florida","34","Boise State","7","Boise State -8.5","DraftKings","63.5","8.5","8.5","63.5","250","-310"
"401752794","Rutgers","34","Ohio","31","Rutgers -11.5","DraftKings","46.5","-11.5","-11.5","46.5","-455","350"
"401757171","UConn","51","Florida International","10","UConn -7","DraftKings","52.5","-7","-10","","-270","220"
"401752796","Cincinnati","17","Nebraska","20","Nebraska -6.5","DraftKings","52.5","6.5","6.5","52.5","220","-270"
"401752867","Maryland","31","Nebraska","34","Nebraska -7","DraftKings","47.5","7","5.5","","225","-278"
"401752872","Minnesota","24","Nebraska","6","Nebraska -7","DraftKings","47.5","7","5.5","","210","-258"
"401754373","NC State","24","East Carolina","17","NC State -12.5","DraftKings","58.5","-12.5","-12.5","58.5","-440","340"
"401752793","Minnesota","23","Buffalo","10","Minnesota -16.5","DraftKings","45.5","-16.5","-16.5","45.5","-900","600"
"401752701","Mississippi State","63","Alcorn State","0","Mississippi State -42.5","DraftKings","56.5","-42.5","-38.5","","",""
"401752699","LSU","20","Florida","10","LSU -4.5","DraftKings","47.5","-4.5","-5.5","54.5","-218","180"
"401752848","Notre Dame","56","Purdue","30","Notre Dame -24.5","DraftKings","51.5","-24.5","-30.5","","-2400","1200"
"401762823","Ohio","52","Gardner-Webb","35","Ohio -30.5","DraftKings","55.5","-30.5","","","-6500","2000"
"401752849","Minnesota","31","Rutgers","28","Minnesota -3.5","DraftKings","51.5","-3.5","-4.5","","-175","145"
"401752852","Washington","6","Ohio State","24","Ohio State -9.5","DraftKings","52.5","9.5","13.5","","295","-375"
"401752854","Penn State","24","Oregon","30","Penn State -3.5","DraftKings","53.5","-3.5","-5.5","52.5","-180","150"
"401752857","Maryland","20","Washington","24","Washington -5.5","DraftKings","52.5","5.5","7.5","","185","-225"
"401752858","Northwestern","42","UL Monroe","7","Northwestern -12.5","DraftKings","43.5","-12.5","-9.5","","-440","340"
"401762829","Akron","28","Central Michigan","22","Central Michigan -7","DraftKings","47.5","7","7","","220","-270"
"401752729","Oklahoma","44","Kent State","0","Oklahoma -46.5","DraftKings","53.5","-46.5","-45.5","","",""
"401761620","Arkansas State","31","Texas State","30","Texas State -14","DraftKings","63.5","14","8.5","","425","-575"
"401760385","Wyoming","17","UNLV","31","UNLV -4.5","DraftKings","50.5","4.5","4.5","","164","-198"
"401756936","Baylor","30","UCF","3","Baylor -3","DraftKings","58.5","-3","-4.5","","-155","130"
"401756938","Houston","35","West Virginia","45","Houston -13.5","DraftKings","48.5","-13.5","-15.5","","-575","425"
"401756939","Iowa State","19","Arizona State","24","Iowa State -7.5","DraftKings","48.5","-7.5","-3","","-290","235"
"401756940","Kansas","38","Oklahoma State","21","Kansas -24.5","DraftKings","54.5","-24.5","-24.5","","-2800","1300"
"401756937","Colorado","17","Arizona","52","Arizona -4","DraftKings","52.5","4","4.5","","154","-185"
"401760408","Hawai'i","38","San Diego State","6","San Diego State -6.5","DraftKings","48.5","6.5","2.5","","210","-258"
"401752790","South Carolina","14","Clemson","28","South Carolina -2.5","DraftKings","45.5","-2.5","2.5","","-135","114"
"401752921","Michigan","9","Ohio State","27","Ohio State -9.5","DraftKings","42.5","9.5","5.5","","295","-375"
"401756968","West Virginia","0","Texas Tech","49","Texas Tech -24.5","DraftKings","53.5","24.5","19.5","","1100","-2100"
"401762519","Florida Atlantic","3","East Carolina","42","East Carolina -7","DraftKings","66.5","7","7","","215","-265"
"401762872","Central Michigan","3","Toledo","21","Toledo -11.5","DraftKings","46.5","11.5","10","","330","-425"
"401762875","Miami (OH)","45","Ball State","24","Miami (OH) -16.5","DraftKings","40.5","-16.5","-17.5","","-850","575"
"401757310","Delaware","61","UTEP","31","Delaware -4.5","DraftKings","55.5","-4.5","-3.5","","-198","164"
"401761663","Marshall","19","Georgia Southern","24","Marshall -10.5","DraftKings","62.5","-10.5","-6.5","","-425","330"
"401757314","Missouri State","30","Louisiana Tech","42","Missouri State -2.5","DraftKings","45.5","-2.5","-3","","-135","114"
"401761664","Old Dominion","27","Georgia State","10","Old Dominion -28.5","DraftKings","58.5","-28.5","-23.5","","-8000","2200"
"401761661","App State","29","Arkansas State","30","Arkansas State -1.5","DraftKings","54.5","1.5","-1.5","","-112","-108"
"401757315","New Mexico State","24","Middle Tennessee","31","New Mexico State -3","DraftKings","52.5","-3","-4.5","","-162","136"
"401761665","Louisiana","30","UL Monroe","27","Louisiana -11.5","DraftKings","47.5","-11.5","-13.5","","-485","370"
"401761667","Texas State","49","South Alabama","26","Texas State -9.5","DraftKings","62.5","-9.5","-8.5","","-360","285"
"401762517","Tulsa","24","UAB","31","Tulsa -9.5","DraftKings","56.5","-9.5","-7.5","","-325","260"
"401756967","TCU","45","Cincinnati","23","TCU -3","DraftKings","58.5","-3","-3","","-148","124"
"401757313","Liberty","42","Kennesaw State","48","Kennesaw State -2.5","DraftKings","55.5","2.5","1.5","","120","-142"
"401752946","Washington State","32","Oregon State","8","Washington State -14","DraftKings","42.5","-14","-12.5","","-650","470"
"401754375","Colorado","20","Georgia Tech","27","Georgia Tech -4","DraftKings","55.5","4","4","55.5","160","-192"
"401754516","Hawai'i","23","Stanford","20","Hawai'i -1.5","DraftKings","53.5","-1.5","-1.5","53.5","-118","-102"
"401752801","Purdue","31","Ball State","0","Purdue -16.5","DraftKings","50.5","-16.5","-16.5","50.5","-850","575"
"401752727","Florida","29","Texas","21","Texas -4.5","DraftKings","42.5","4.5","6.5","","170","-205"
"401752676","Tennessee","45","Syracuse","26","Tennessee -13.5","DraftKings","53.5","-13.5","-13.5","53.5","-550","410"
"401752670","Kentucky","24","Toledo","16","Kentucky -10","DraftKings","48.5","-10","-10","48.5","-345","275"
"401752722","South Carolina","35","Kentucky","13","South Carolina -5.5","DraftKings","46.5","-5.5","-6","","-218","180"
"401752797","Maryland","39","Florida Atlantic","7","Maryland -16.5","DraftKings","57.5","-16.5","-16.5","57.5","-700","500"
"401752837","UCLA","10","New Mexico","35","UCLA -15.5","DraftKings","52.5","-15.5","","","-675","490"
"401761608","Troy","7","Memphis","28","Memphis -4.5","DraftKings","51.5","4.5","","","160","-192"
"401752697","Auburn","31","South Alabama","15","Auburn -26.5","DraftKings","56.5","-26.5","","","-3600","1500"
"401752834","Michigan State","41","Youngstown State","24","Michigan State -23.5","DraftKings","55.5","-23.5","","","-2100","1100"
"401754615","Missouri State","10","SMU","28","SMU -29.5","DraftKings","60.5","29.5","","","1800","-5000"
"401754639","North Carolina","41","Richmond","6","North Carolina -24.5","DraftKings","47.5","-24.5","","","-2800","1300"
"401756892","Cincinnati","70","Northwestern State","0","Cincinnati -48.5","DraftKings","55.5","-48.5","-45.5","","",""
"401762467","UTSA","48","Incarnate Word","20","UTSA -21","DraftKings","62.5","-21","","","-1450","850"
"401762819","Toledo","60","Morgan State","0","Toledo -33.5","DraftKings","54.5","-33.5","-34.5","","",""
"401757258","Nevada","13","Middle Tennessee","14","Nevada -9.5","DraftKings","49.5","-9.5","","","-345","275"
"401757235","Kennesaw State","27","Merrimack","13","Kennesaw State -17.5","DraftKings","44.5","-17.5","","44.5","-950","625"
"401761606","Marshall","38","Eastern Kentucky","7","Marshall -14.5","DraftKings","49.5","-14.5","","","-625","455"
"401752665","Florida State","31","Alabama","17","Alabama -13.5","DraftKings","50.5","13.5","13.5","50.5","380","-500"
"401752808","Michigan","34","New Mexico","17","Michigan -36.5","DraftKings","52.5","-36.5","-36.5","52.5","",""
"401760395","New Mexico","24","Nevada","22","New Mexico -14","DraftKings","49.5","-14","-10.5","","-550","410"
"401752749","Mississippi State","38","Texas","45","Texas -8.5","DraftKings","48.5","8.5","8.5","","260","-325"
"401762874","Miami (OH)","26","Western Michigan","17","Miami (OH) -2.5","DraftKings","40.5","-2.5","-3.5","","-125","105"
"401752671","Clemson","10","LSU","17","Clemson -3.5","DraftKings","57.5","-3.5","-3.5","57.5","-170","142"
"401752942","Wake Forest","13","SMU","12","SMU -5.5","DraftKings","52.5","5.5","4.5","","180","-218"
"401752678","Texas A&M","42","UTSA","24","Texas A&M -21.5","DraftKings","56.5","-21.5","-21.5","56.5","-1650","950"
"401762495","Tulsa","37","Temple","38","Temple -4.5","DraftKings","52.5","4.5","6","","164","-198"
"401760375","San José State","31","Idaho","28","San José State -14","DraftKings","51.5","-14","","","-600","440"
"401757259","Florida International","16","Delaware","38","Florida International -4","DraftKings","54.5","-4","-2.5","","-180","150"
"401760394","Colorado State","19","Hawai'i","31","Colorado State -2.5","DraftKings","53.5","-2.5","1.5","","-135","114"
"401752680","South Carolina","24","Virginia Tech","11","South Carolina -8.5","DraftKings","48.5","-8.5","-8.5","48.5","-340","270"
"401757233","Florida International","38","Florida Atlantic","28","Florida International -2.5","DraftKings","56.5","-2.5","","","-125","105"
"401752879","UCLA","20","Maryland","17","UCLA -4","DraftKings","52.5","-4","1.5","","-185","154"
"401752894","Rutgers","35","Maryland","20","Rutgers -1.5","DraftKings","56.5","-1.5","-1.5","","-122","102"
"401756926","Oklahoma State","17","Cincinnati","49","Cincinnati -23.5","DraftKings","57.5","23.5","21.5","","1200","-2400"
"401754585","Louisville","26","California","29","Louisville -18.5","DraftKings","48.5","-18.5","-17.5","","-1100","700"
"401760361","Fresno State","42","Georgia Southern","14","Fresno State -2.5","DraftKings","54.5","-2.5","-2.5","54.5","-135","114"
"401752703","Temple","3","Oklahoma","42","Oklahoma -23.5","DraftKings","50.5","23.5","","","1200","-2400"
"401752828","Nebraska","59","Houston Christian","7","Nebraska -48.5","DraftKings","58.5","-48.5","-42.5","","",""
"401752831","Northwestern","14","Oregon","34","Oregon -25.5","DraftKings","50.5","25.5","","","1400","-3200"
"401752838","Maryland","44","Towson","17","Maryland -28.5","DraftKings","53.5","-28.5","","","-6500","2000"
"401752839","Michigan","63","Central Michigan","3","Michigan -27.5","DraftKings","42.5","-27.5","","","-4500","1700"
"401752726","Alabama","30","Vanderbilt","14","Alabama -13.5","DraftKings","57.5","-13.5","-13.5","","-535","400"
"401752859","Ohio State","42","Minnesota","3","Ohio State -23.5","DraftKings","42.5","-23.5","-21","","-2800","1300"
"401752740","Auburn","17","Missouri","23","Missouri -1.5","DraftKings","43.5","1.5","-1.5","","-102","-118"
"401757284","Sam Houston","17","UTEP","35","UTEP -3.5","DraftKings","46.5","3.5","-2.5","","145","-175"
"401762486","East Carolina","41","Tulsa","27","East Carolina -16.5","DraftKings","54.5","-16.5","-15.5","","-750","525"
"401754564","Miami","21","Louisville","24","Miami -10.5","DraftKings","49.5","-10.5","-6.5","","-440","340"
"401760396","Utah State","30","San José State","25","Utah State -3","DraftKings","63.5","-3","-3.5","","-155","130"
"401752739","Arkansas","42","Texas A&M","45","Texas A&M -7.5","DraftKings","57.5","7.5","8.5","","230","-285"
"401752743","Kentucky","13","Texas","16","Texas -12.5","DraftKings","45.5","12.5","13.5","","360","-470"
"401752943","Oregon State","10","Washington State","7","Washington State -3.5","DraftKings","47.5","3.5","3","","142","-170"
"401762851","Akron","44","Massachusetts","10","Akron -12.5","DraftKings","51.5","-12.5","-9.5","","-485","370"
"401762853","Ball State","17","Kent State","13","Ball State -3","DraftKings","48.5","-3","-3","","-155","130"
"401762854","Toledo","42","Northern Illinois","3","Toledo -14.5","DraftKings","42.5","-14.5","-14.5","","-650","470"
"401762501","Memphis","32","Tulane","38","Memphis -3","DraftKings","53.5","-3","-4.5","","-155","130"
"401752759","Alabama","20","LSU","9","Alabama -10","DraftKings","49.5","-10","-5.5","","-380","300"
"401756919","Kansas State","41","TCU","28","TCU -3","DraftKings","54.5","3","2.5","","124","-148"
"401752731","Auburn","10","Georgia","20","Georgia -4.5","DraftKings","46.5","4.5","7","","180","-218"
"401754371","California","21","North Carolina","18","California -7.5","DraftKings","45.5","-7.5","-12.5","","-340","270"
"401756935","West Virginia","17","TCU","23","TCU -16.5","DraftKings","55.5","16.5","14.5","","525","-750"
"401754575","Syracuse","10","North Carolina","27","Syracuse -1.5","DraftKings","45.5","-1.5","","","-115","-105"
"401754596","Wake Forest","28","North Carolina","12","Wake Forest -3.5","DraftKings","37.5","-3.5","-5.5","","-175","145"
"401752677","Ohio State","14","Texas","7","Ohio State -3","DraftKings","47.5","-3","-3","","-135","114"
"401754522","Miami","27","Notre Dame","24","Notre Dame -2.5","DraftKings","53.5","2.5","2.5","53.5","114","-135"
"401752822","Iowa State","16","Iowa","13","Iowa State -1.5","DraftKings","","-1.5","-1.5","","",""
"401754583","Boston College","10","Notre Dame","25","Notre Dame -31.5","DraftKings","55.5","31.5","27.5","","2000","-6500"
"401761614","James Madison","35","Georgia Southern","10","James Madison -14.5","DraftKings","54.5","-14.5","-12.5","","-675","490"
"401754558","Boston College","10","Clemson","41","Clemson -14","DraftKings","54.5","14","12.5","","455","-625"
"401761627","Texas State","41","Troy","48","Texas State -7.5","DraftKings","53.5","-7.5","-10","","-298","240"
"401756927","TCU","42","Baylor","36","TCU -3.5","DraftKings","66.5","-3.5","-3","","-162","136"
"401752871","Notre Dame","34","USC","24","Notre Dame -10.5","DraftKings","60.5","-10.5","-10.5","","-395","310"
"401761636","Arkansas State","34","Georgia Southern","24","Georgia Southern -1.5","DraftKings","59.5","1.5","-3","","-110","-110"
"401761649","Old Dominion","33","Troy","0","Old Dominion -9.5","DraftKings","53.5","-9.5","-10","","-355","280"
"401754591","Louisville","19","Clemson","20","Louisville -1.5","DraftKings","50.5","-1.5","6.5","60.5","-122","102"
"401757262","Liberty","13","James Madison","31","James Madison -7.5","DraftKings","46.5","7.5","10.5","","240","-298"
"401754547","Pittsburgh","27","Louisville","34","Louisville -3","DraftKings","53.5","3","5.5","","130","-155"
"401760418","UNLV","38","Hawai'i","10","UNLV -2.5","DraftKings","64.5","-2.5","-3","","-135","114"
"401760390","Nevada","10","San Diego State","44","San Diego State -6.5","DraftKings","42.5","6.5","7","","200","-245"
"401760389","Hawai'i","44","Utah State","26","Utah State -1.5","DraftKings","57.5","1.5","-1.5","","-102","-118"
"401757282","Liberty","30","New Mexico State","27","Liberty -10.5","DraftKings","48.5","-10.5","-9.5","","-440","340"
"401761628","South Alabama","14","Arkansas State","15","South Alabama -8.5","DraftKings","57.5","-8.5","-6","","-325","260"
"401757281","Western Kentucky","6","Florida International","25","Western Kentucky -10","DraftKings","55.5","-10","-8.5","","-375","295"
"401757283","Jacksonville State","38","Delaware","25","Delaware -3","DraftKings","55.5","3","2.5","","130","-155"
"401752745","Vanderbilt","31","LSU","24","Vanderbilt -1.5","DraftKings","48.5","-1.5","3.5","","-122","102"
"401752873","Michigan","24","Washington","7","Michigan -4","DraftKings","50.5","-4","-10.5","","-192","160"
"401752874","Northwestern","19","Purdue","0","Northwestern -3","DraftKings","47.5","-3","-3","","-162","136"
"401756948","Arizona State","25","West Virginia","23","Arizona State -10","DraftKings","46.5","-10","-10.5","","-380","300"
"401756949","Baylor","28","Utah","55","Utah -9.5","DraftKings","60.5","9.5","9.5","","285","-360"
"401754594","Florida State","34","Virginia Tech","14","Florida State -14.5","DraftKings","55.5","-14.5","-12.5","","-575","425"
"401754619","Virginia","55","William & Mary","16","Virginia -30.5","DraftKings","54.5","-30.5","","","-6500","2000"
"401752702","Missouri","52","Louisiana","10","Missouri -27.5","DraftKings","47.5","-27.5","-27.5","","-4500","1700"
"401752706","Texas","27","UTEP","10","Texas -39.5","DraftKings","52.5","-39.5","","50.5","",""
"401752791","Tennessee","24","Vanderbilt","45","Tennessee -2.5","DraftKings","66.5","-2.5","-5.5","","-130","110"
"401761659","Texas State","31","UL Monroe","14","Texas State -20.5","DraftKings","59.5","-20.5","-17.5","","-1600","900"
"401757234","Georgia Southern","41","Jacksonville State","34","Georgia Southern -3","DraftKings","58.5","-3","-4","","-170","142"
"401762514","Rice","24","North Texas","56","North Texas -18.5","DraftKings","57.5","18.5","17.5","","675","-1050"
"401752782","Vanderbilt","45","Kentucky","17","Vanderbilt -7","DraftKings","53.5","-7","-7.5","","-298","240"
"401757257","Louisiana Tech","49","New Mexico State","14","Louisiana Tech -10","DraftKings","42.5","-10","","42.5","-345","275"
"401752771","Tennessee","42","New Mexico State","9","Tennessee -41.5","DraftKings","59.5","-41.5","-39.5","","",""
"401762499","North Texas","31","Navy","17","North Texas -6.5","DraftKings","68.5","-6.5","-4.5","","-245","200"
"401757261","Kennesaw State","28","Arkansas State","21","Arkansas State -4.5","DraftKings","57.5","4.5","6.5","","160","-192"
"401756925","Houston","31","Arizona","28","Arizona -1.5","DraftKings","47.5","1.5","-2.5","","100","-120"
"401752672","Ole Miss","63","Georgia State","7","Ole Miss -38.5","DraftKings","62.5","-38.5","-38.5","62.5","",""
"401752707","Notre Dame","40","Texas A&M","41","Notre Dame -6.5","DraftKings","49.5","-6.5","-7","49.5","-245","200"
"401762487","UAB","31","Memphis","24","Memphis -23.5","DraftKings","59.5","23.5","21.5","","1100","-2100"
